corso matricola sesso provincia anno tipo diploma votomat base votolau lode
E61 534422 M TV 2000 N "*MATURITA'CLASSICA"  90 100 107 NL
E63 534428 M PD 2000 N "*MATURITA'SCIENTIFICA"  65 100 110 L
E61 534431 M TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  97 100 104 NL
E65 534448 M VE 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 107 NL
E61 534458 M TV 2000 N "*LICENZALINGUISTICA"  98 100 101 NL
E72 534468 F VR 2000 N "*PERITOAZIENDALE"  52  60 104 NL
E61 534470 M TV 2000 N "*MATURITA'SCIENTIFICA"  80 100 110 NL
E71 534475 F TV 2000 N "*MATURITA'SCIENTIFICA"  77 100 100 NL
E61 534477 F PD 2000 N "*MATURITA'TECNICACOMMERCIALE"  87 100  99 NL
E71 534478 F VE 2000 T "*MATURITA'SCIENTIFICA"  50  60 102 NL
E61 534479 F PD 2000 N "*MATURITA'TECNICACOMMERCIALE"  82 100 101 NL
E61 534480 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  86 100 101 NL
E61 534481 M TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  95 100 105 NL
E71 534482 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  90 100 110 L
E61 534484 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 107 NL
E61 534496 F PD 2000 N "MATURITA'MAGISTRALESPERIMENTALE(*)"  98 100 106 NL
E65 534500 M VI 2000 N "*MATURITA'SCIENTIFICA"  85 100 110 L
E66 534504 F VE 2000 N "*MATURITA'TECNICAPERILTURISMO"  87 100 107 NL
E72 534509 F PD 2000 N "*MATURITA'TECNICACOMMERCIALE"  60  60 110 L
E71 534516 F TV 2000 N "*MATURITA'SCIENTIFICA"  75 100  96 NL
E72 534518 F TV 2000 N "*MATURITA'CLASSICA"  95 100 110 L
E68 534525 M PD 2000 N "*MATURITA'SCIENTIFICA"  76 100 102 NL
E66 534526 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  73 100 106 NL
E66 534533 F TV 2000 N "*MATURITA'TECNICAPERILTURISMO"  83 100 105 NL
E66 534543 F TV 2000 N "*LICENZALINGUISTICA"  92 100 110 L
E60 534546 M VE 2000 N "*MATURITA'SCIENTIFICA"  91 100 101 NL
E69 534551 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  82 100 107 NL
E66 534552 F VE 2000 N "*MATURITA'TECNICAPERILTURISMO"  90 100 104 NL
E66 534557 F TN 2000 N "*MATURITA'SCIENTIFICA"  74 100  91 NL
E64 534559 F VE 2000 N "*MATURITA'SCIENTIFICA"  95 100 109 NL
E69 534565 F VE 2000 N "*MATURITA'SCIENTIFICA"  74 100 110 L
E61 534569 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  91 100  99 NL
E64 534570 M TV 2000 N "*MATURITA'SCIENTIFICA"  75 100  99 NL
E61 534576 M TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  79 100 100 NL
E72 534580 F VI 2000 N "*MATURITA'TECNICACOMMERCIALE"  86 100 105 NL
E61 534587 F TV 2000 N "*MATURITA'TECNICAPERILTURISMO" 100 100 110 L
E71 534596 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  90 100 110 L
E66 534597 F TV 2000 N "*MATURITA'TECNICAPERILTURISMO" 100 100 110 L
E72 534604 M VE 2000 N "*MATURITA'CLASSICA"  81 100 107 NL
E66 534609 M VE 2000 N "*GEOMETRA"  82 100 104 NL
E72 534617 F PD 2000 N "*MATURITA'TECNICACOMMERCIALE"  38  60 105 NL
E71 534619 M TV 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 102 NL
E66 534628 F VE 2000 N "*MATURITA'TECNICACOMMERCIALE"  98 100 110 L
E66 534641 F PD 2000 N "MATURITA'LINGUISTICA"  78 100 106 NL
E61 534642 F VE 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 110 NL
E66 534647 F VE 2000 N "*MATURITA'TECNICACOMMERCIALE"  85 100 102 NL
E69 534649 F VE 2000 N "*MATURITA'TECNICACOMMERCIALE"  98 100  99 NL
E61 534663 F TV 2000 N "MATURITA'MAGISTRALESPERIMENTALE(*)"  92 100 101 NL
E69 534668 F VE 2000 N "*MATURITA'SCIENTIFICA"  73 100 103 NL
E66 534670 F PD 2000 N "*MATURITA'SCIENTIFICA"  75 100 106 NL
E64 534671 M VE 2000 N "*MATURITA'SCIENTIFICA"  82 100  96 NL
E69 534673 M TV 2000 N "*MATURITA'SCIENTIFICA"  62 100 101 NL
E60 534674 M PD 2000 N "*MATURITA'SCIENTIFICA"  65 100  86 NL
E72 534678 F VE 2000 N "*MATURITA'CLASSICA"  76 100 109 NL
E61 534683 F VE 2000 N "*PERITOINDUSTRIALE"  97 100 108 NL
E71 534698 M TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  78 100 100 NL
E61 534701 F VE 2000 N "*MATURITA'SCIENTIFICA"  98 100 110 L
E66 534703 M VE 2000 N "*MATURITA'SCIENTIFICA"  87 100 110 L
E72 534705 F TS 2000 N "*MATURITA'CLASSICA"  85 100 107 NL
E61 534706 F VE 2000 N "*MATURITA'SCIENTIFICA" 100 100 110 L
E61 534710 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  92 100 101 NL
E66 534716 F PD 2000 N "*PERITOAZIENDALE"  84 100 102 NL
E66 534717 M PD 2000 N "MATURITA'TECNICASPERIMENTALE"  75 100 107 NL
E61 534719 F VE 2000 N "*LICENZALINGUISTICA"  88 100 108 NL
E66 534720 F PD 2000 N "*MATURITA'SCIENTIFICA"  85 100 110 L
E61 534727 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  95 100  98 NL
E61 534734 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 104 NL
E61 534735 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 110 L
E61 534742 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  82 100  99 NL
E71 534743 M TV 2000 N "*MATURITA'SCIENTIFICA"  68 100 110 L
E61 534747 F VE 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 103 NL
E61 534759 M TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  95 100  97 NL
E65 534771 F TV 2000 N "LICENZALINGUISTICA" 100 100 107 NL
E71 534772 F VE 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 109 NL
E65 534775 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 110 L
E61 534791 M TV 2000 T "*PERITOINDUSTRIALE"  50  60  99 NL
E69 534795 F VE 2000 N "*MATURITA'CLASSICA"  77 100 102 NL
E61 534824 F VE 2000 N "*MATURITA'SCIENTIFICA"  88 100 110 L
E72 534829 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 110 L
E61 534835 M TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  92 100 110 NL
E61 534852 F VE 2000 N "*MATURITA'SCIENTIFICA"  98 100 110 L
E69 534879 F VE 2000 N "*MATURITA'SCIENTIFICA"  84 100 109 NL
E65 534881 F TV 2000 N "*MATURITA'SCIENTIFICA"  73 100  99 NL
E72 534886 F FG 2000 N "*MATURITA'TECNICACOMMERCIALE"  80 100  96 NL
E60 534902 F TV 2000 N "*MATURITA'SCIENTIFICA"  81 100 102 NL
E63 534904 M PD 2000 N "*MATURITA'SCIENTIFICA"  60 100 102 NL
E69 534911 F VE 2000 N "*MATURITA'SCIENTIFICA"  75 100 106 NL
E61 534930 F VE 2000 N "*MATURITA'CLASSICA"  88 100 108 NL
E63 534975 M PD 2000 N "*MATURITA'CLASSICA" 100 100 110 L
E60 535016 M TV 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 110 L
E64 535024 M TV 2000 N "*MATURITA'SCIENTIFICA"  64 100 102 NL
E70 535028 M VE 2000 N "*MATURITA'SCIENTIFICA"  60 100 102 NL
E64 535103 M PD 2000 N "*MATURITA'SCIENTIFICA"  75 100 107 NL
E66 535146 M VI 2000 N "*MATURITA'TECNICACOMMERCIALE"  80 100 103 NL
E69 535151 M TV 2000 N "*MATURITA'SCIENTIFICA"  92 100 101 NL
E67 535177 M PD 2000 N "*MATURITA'SCIENTIFICA"  74 100  98 NL
E70 535224 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  86 100 102 NL
E61 535260 M TV 2000 N "*MATURITA'SCIENTIFICA"  83 100 110 L
E61 535263 F TV 2000 N "*MATURITA'TECNICACOMMERCIALE"  88 100  97 NL
E64 535344 M PD 2000 N "*MATURITA'SCIENTIFICA"  70 100 100 NL
E65 535434 M PD 2000 N "*MATURITA'SCIENTIFICA"  70 100  90 NL
E69 535464 F VE 2000 N "*MATURITA'CLASSICA"  80 100 103 NL
E69 535508 F VE 2000 N "*MATURITA'TECNICACOMMERCIALE" 100 100 110 L
E65 535522 F VE 2000 N "*MATURITA'CLASSICA" 100 100 106 NL
E65 535684 F VE 2000 N "*MATURITA'SCIENTIFICA"  81 100 105 NL
E63 535704 M VI 2000 N "*MATURITA'CLASSICA"  95 100 110 L
E63 535709 M PD 2000 N "*MATURITA'TECNICA"  67 100 103 NL
E60 535876 F UD 2000 N "MATURITA'LINGUISTICA"  76 100 105 NL
E69 535879 F PD 2000 N "*MATURITA'CLASSICA"  84 100 100 NL
E60 535882 F VI 2000 N "*MATURITA'SCIENTIFICA"  71 100 103 NL
E65 535892 F VE 2000 N "*MATURITA'SCIENTIFICA"  79 100 107 NL
E65 535926 F VE 2000 N "DEFTESEPJEKURIE"  92 100 103 NL
E69 535955 M PD 2000 N "*MATURITA'SCIENTIFICA"  69 100  94 NL
E67 535970 M PD 2000 N "*MATURITA'SCIENTIFICA"  71 100 104 NL
E60 536056 M TV 2000 N "*MATURITA'SCIENTIFICA"  64 100  93 NL
E65 536058 F PD 2000 N "*MATURITA'TECNICACOMMERCIALE"  82 100  98 NL
E71 536111 F TV 2000 N "*MATURITA'SCIENTIFICA"  60  60 110 L
E66 536122 F RO 2000 N "*MATURITA'SCIENTIFICA"  83 100 108 NL
E67 536160 M TV 2000 T "*PERITOINDUSTRIALE"  74 100 105 NL
E63 536308 F TV 2000 T "*MATURITA'SCIENTIFICA"  38  60  84 NL
E63 536315 F TV 2000 T "*MATURITA'SCIENTIFICA"  39  60  86 NL
E72 536320 M FE 2000 T "*MATURITA'SCIENTIFICA"  44  60 102 NL
E62 537215 F VE 2001 L "*MATURITA'CLASSICA"  48  60 103 NL
E72 538527 M VE 2001 N "*MATURITA'CLASSICA"  68 100 110 NL
E63 539420 M TV 2001 L "*MATURITA'SCIENTIFICA"  60  60 107 NL
E61 539849 M TV 2001 L "MATURITA'LINGUISTICA"  44  60  99 NL
E71 540316 F TV 2001 T "*MATURITA'SCIENTIFICA"  90 100 110 L
E63 540483 M TV 2001 T "*MATURITA'SCIENTIFICA"  56  60 102 NL
E61 541616 F TV 2002 L "*MATURITA'TECNICACOMMERCIALE"  60  60 107 NL
E66 543398 F TN 2002 L "*LICENZALINGUISTICA"  48  60 105 NL
E66 543551 M BL 2002 L "*MATURITA'TECNICACOMMERCIALE"  47  60  96 NL
E66 543812 M VE 2002 L "MATURITA'PROFESS.ALBERGHIERA"  53  60 103 NL
E64 543959 M PD 2002 L "*MATURITA'SCIENTIFICA"  36  60  89 NL
E66 544023 F TV 2002 L "*MATURITA'TECNICAPERILTURISMO"  46  60  98 NL
E66 544024 F TV 2002 L "*MATURITA'TECNICAPERILTURISMO"  42  60  99 NL
E66 544112 F BZ 2002 L "*MATURITA'PROFESSIONALEPERILCOMMERCIO"  44  60  96 NL
E66 544142 F CT 2002 L "*MATURITA'TECNICACOMMERCIALE"  48  60  91 NL
E61 544149 F PD 2002 L "*MATURITA'TECNICACOMMERCIALE"  56  60  89 NL
E66 544176 F TV 2002 L "*MATURITA'TECNICAPERILTURISMO"  46  60 103 NL
E66 544181 F BL 2002 L "MATURITA'PROFESS.ALBERGHIERA"  46  60 101 NL
E66 544188 F RO 2002 L "LICENZALINGUISTICA"  42  60  94 NL
E66 544227 F BZ 2002 L "*PERITOAZIENDALE"  54  60 109 NL
E66 544277 F VE 2002 L "*LICENZALINGUISTICA"  39  60 102 NL
E66 544320 F PD 2002 L "*MATURITA'PROFESSIONALEPERILCOMMERCIO"  58  60 105 NL
E66 544395 F PD 2002 L "*MATURITA'TECNICACOMMERCIALE"  44  60 105 NL
E66 544457 F PD 2002 L "*MATURITA'TECNICACOMMERCIALE"  46  60  99 NL
E66 544557 M VE 2002 T "*MATURITA'TECNICACOMMERCIALE"  44  60  94 NL
E66 544793 F PD 2002 L "*LICENZALINGUISTICA"  50  60 104 NL
E66 544832 M VE 2002 L "*MATURITA'TECNICACOMMERCIALE"  36  60  96 NL
